kod;nazwa;og-2019;og-2020;og-2021;bib-2019;bib-2020;bib-2021;osob-2019;osob-2020;osob-2021;typ_gminy;wojweództwo
1011012;Dalików (2);431 910,16;431 915,68;418 805,58;349 213,90;312 900,00;325 145,00;110,58;108,99;105,41;2;10
1011022;Pęczniew (2);318 751,67;222 812,33;284 124,12;178 000,00;174 860,00;211 715,43;91,70;64,87;82,96;2;10
1011033;Poddębice (3);1 156 101,92;891 986,03;920 391,58;290 000,00;213 400,00;253 200,00;74,23;59,64;62,18;3;10
1011043;Uniejów (3);898 075,40;804 984,90;920 410,12;281 669,62;339 114,90;458 410,12;128,08;117,07;135,37;3;10
1011052;Wartkowice (2);860 267,61;4 123 897,04;5 014 976,75;203 292,03;220 067,15;221 498,74;138,20;675,38;824,15;2;10
1011062;Zadzim (2);3 615 603,24;5 523 688,59;365 663,65;180 496,57;170 435,26;191 763,62;724,86;1 142,44;76,28;2;10
1012011;Radomsko (1);7 150 680,03;7 999 762,59;6 671 083,37;2 345 000,00;2 245 000,00;2 405 000,00;155,67;178,02;150,81;1;10
1012022;Dobryszyce (2);227 425,98;191 440,54;174 019,71;92 762,66;112 879,64;87 166,63;50,79;41,53;37,90;2;10
1012032;Gidle (2);750 760,56;725 986,82;815 405,68;242 000,00;263 500,00;260 000,00;123,26;122,36;139,86;2;10
1012042;Gomunice (2);327 652,41;317 547,60;410 386,55;165 000,00;160 387,79;170 000,00;55,94;55,20;71,72;2;10
1012053;Kamieńsk (3);746 487,48;418 466,46;450 691,46;157 063,37;169 881,03;199 848,73;126,80;73,06;79,01;3;10
1012062;Kobiele Wielkie (2);832 247,01;475 357,90;547 895,57;189 964,19;154 577,72;177 743,09;187,40;110,09;127,74;2;10
1012072;Kodrąb (2);1 947 353,64;633 516,88;405 549,85;91 897,24;108 069,99;95 480,09;427,99;143,82;92,82;2;10
1012082;Lgota Wielka (2);571 028,69;443 372,84;322 035,52;79 044,37;82 959,04;84 996,11;133,42;104,94;76,08;2;10
1012092;Ładzice (2);367 513,90;860 411,96;328 755,97;180 246,36;180 964,54;201 087,74;77,23;183,18;69,74;2;10
1012102;Masłowice (2);185 056,76;179 574,02;258 894,34;185 056,76;170 293,32;179 299,62;44,26;44,98;65,07;2;10
1012113;Przedbórz (3);1 137 036,52;625 394,70;844 356,03;145 000,00;158 643,40;189 006,80;158,23;91,30;125,15;3;10
1012122;Radomsko (2);129 527,17;218 728,36;258 966,39;114 075,58;117 712,75;166 907,50;23,09;40,01;47,58;2;10
1012132;Wielgomłyny (2);1 160 889,38;790 048,76;724 558,82;150 000,00;95 570,86;138 218,37;254,02;177,14;164,22;2;10
1012142;Żytno (2);641 013,80;627 987,82;797 462,39;132 700,00;116 000,00;139 000,00;124,64;128,27;163,01;2;10
1013011;Rawa Mazowiecka (1);5 420 998,27;5 952 687,80;19 578 252,39;845 000,00;749 889,00;956 424,17;312,99;359,53;1 194,67;1;10
1013023;Biała Rawska (3);1 491 736,11;1 144 569,54;1 417 223,37;439 000,00;403 700,00;460 000,00;131,59;102,47;127,82;3;10
1013032;Cielądz (2);249 075,09;242 283,56;320 056,75;119 900,00;104 100,00;109 100,00;62,64;62,51;82,04;2;10
1013042;Rawa Mazowiecka (2);472 995,05;553 352,26;654 329,34;334 835,45;293 464,58;299 935,51;53,96;64,07;75,86;2;10
1013052;Regnów (2);383 292,29;339 268,97;202 383,95;100 500,00;100 000,00;125 000,00;211,76;193,76;117,53;2;10
1013062;Sadkowice (2);388 359,31;146 715,79;165 496,54;72 732,41;76 422,97;89 132,05;71,44;27,65;31,60;2;10
1014011;Sieradz (1);3 796 697,69;3 111 374,14;2 806 683,69;850 000,00;900 000,00;900 000,00;90,14;76,87;70,36;1;10
1014023;Błaszki (3);1 372 049,71;1 213 248,96;1 427 249,04;150 000,00;196 402,57;202 031,98;94,55;84,80;100,50;3;10
1014032;Brąszewice (2);337 912,00;383 223,00;422 126,00;337 912,00;383 223,00;360 626,00;74,89;87,35;96,51;2;10
1014042;Brzeźnio (2);888 473,78;898 865,68;867 074,16;339 000,00;372 707,80;385 662,58;139,59;146,23;140,62;2;10
1014052;Burzenin (2);976 747,46;818 549,38;878 763,38;210 000,00;250 000,00;290 000,00;177,82;151,81;164,22;2;10
1014062;Goszczanów (2);497 053,84;425 864,52;560 815,48;159 992,03;179 993,17;141 223,71;90,80;81,02;107,46;2;10
1014072;Klonowa (2);432 936,99;499 141,12;1 468 371,08;247 000,00;278 657,83;286 655,71;150,85;179,22;524,61;2;10
1014082;Sieradz (2);674 144,49;1 007 162,91;1 245 104,41;325 000,00;325 000,00;324 000,00;63,24;94,62;116,14;2;10
1014093;Warta (3);1 476 247,78;1 354 866,70;1 846 873,43;395 100,00;382 441,00;383 931,00;116,26;110,80;153,03;3;10
1014102;Wróblew (2);614 413,40;442 160,66;744 429,99;220 500,00;230 189,51;267 933,79;101,42;73,88;124,59;2;10
1014113;Złoczew (3);1 568 740,54;1 412 219,18;1 504 193,34;377 100,00;400 000,00;360 000,00;218,49;201,86;216,09;3;10
1015012;Bolimów (2);466 748,71;447 679,24;522 665,03;0,00;0,00;0,00;116,08;113,88;133,16;2;10
1015022;Głuchów (2);503 049,60;400 484,97;370 999,92;270 000,00;270 000,00;280 073,91;87,56;71,13;66,08;2;10
1015032;Godzianów (2);304 427,12;269 803,17;228 118,19;0,00;0,00;0,00;115,05;103,49;87,77;2;10
1015042;Kowiesy (2);450 000,00;264 980,00;312 039,10;450 000,00;264 980,00;280 000,00;154,11;92,98;109,95;2;10
1015052;Lipce Reymontowskie (2);431 777,95;353 473,02;379 847,21;0,00;0,00;0,00;130,37;110,91;119,52;2;10
1015062;Maków (2);532 477,05;651 692,26;923 592,16;221 909,06;166 500,49;0,00;89,12;108,94;154,45;2;10
1015072;Nowy Kawęczyn (2);108 739,51;120 986,29;136 876,59;107 755,96;120 986,29;136 876,59;32,10;35,47;40,42;2;10
1015082;Skierniewice (2);629 995,92;718 878,48;1 297 106,61;505 898,00;493 189,76;527 330,00;83,06;90,15;162,30;2;10
1015092;Słupia (2);231 805,00;138 252,39;192 841,38;0,00;0,00;0,00;88,75;54,58;76,74;2;10
1016011;Tomaszów Mazowiecki (1);7 887 019,42;6 707 004,45;6 445 085,83;1 580 000,00;1 720 000,00;1 630 000,00;126,52;111,94;109,00;1;10
1016022;Będków (2);215 071,00;177 380,29;345 909,59;80 000,00;87 000,00;100 000,00;65,31;55,54;108,85;2;10
1016032;Budziszewice (2);125 790,15;91 424,39;71 200,87;73 235,27;54 982,00;49 705,66;58,21;43,60;33,95;2;10
1016042;Czerniewice (2);609 245,11;660 143,40;3 047 821,53;133 000,00;87 144,01;0,00;120,79;133,71;623,91;2;10
1016052;Inowłódz (2);1 737 518,97;873 126,26;886 037,86;0,00;0,00;0,00;453,54;236,43;241,56;2;10
1016062;Lubochnia (2);516 299,95;636 627,64;646 768,00;0,00;0,00;0,00;71,94;85,19;87,46;2;10
1016072;Rokiciny (2);816 246,83;603 262,05;643 261,43;169 000,00;168 096,00;177 581,41;132,98;97,50;104,05;2;10
1016082;Rzeczyca (2);1 437 301,65;1 698 653,82;504 902,38;0,00;0,00;0,00;310,30;376,89;113,51;2;10
1016092;Tomaszów Mazowiecki (2);3 887 395,60;3 226 498,53;2 364 169,80;395 700,00;408 000,00;465 000,00;347,18;289,89;210,86;2;10
1016102;Ujazd (2);1 619 831,28;3 834 946,96;1 974 692,29;200 500,00;207 000,00;225 000,00;209,88;513,11;266,45;2;10
1016112;Żelechlinek (2);764 813,32;1 728 486,63;2 975 512,43;93 000,00;90 000,00;100 000,00;230,99;539,14;932,76;2;10
1017012;Biała (2);803 781,49;651 853,36;654 593,93;191 700,00;214 500,00;214 000,00;146,76;121,03;121,92;2;10
1017022;Czarnożyły (2);543 764,22;536 063,27;550 980,04;162 400,00;162 400,00;162 400,00;120,22;121,01;125,19;2;10
1017032;Konopnica (2);343 956,67;300 000,00;300 000,00;0,00;0,00;0,00;91,14;82,71;82,87;2;10
1017042;Mokrsko (2);1 548 135,22;474 113,91;529 465,19;370 451,02;343 101,29;367 988,97;287,17;90,29;102,02;2;10
1017052;Osjaków (2);678 235,00;1 309 573,22;821 000,00;285 000,00;331 387,84;385 000,00;142,22;282,17;176,71;2;10
1017062;Ostrówek (2);375 256,22;372 245,29;392 703,14;145 000,00;155 000,00;170 000,00;83,39;83,35;88,51;2;10
1017072;Pątnów (2);447 137,60;523 865,22;342 762,36;447 137,60;471 006,45;320 582,36;68,58;83,01;54,69;2;10
1017082;Skomlin (2);427 986,60;379 000,00;427 950,00;153 000,00;153 000,00;185 000,00;128,76;115,73;133,23;2;10
1017093;Wieluń (3);5 135 952,29;5 279 503,75;7 405 965,72;1 110 000,00;1 220 000,00;1 220 000,00;162,71;172,36;244,41;3;10
1017102;Wierzchlas (2);324 661,32;298 151,65;296 952,60;240 000,00;250 000,00;250 000,00;48,95;45,62;45,60;2;10
1018012;Bolesławiec (2);495 590,05;596 023,59;513 011,90;0,00;0,00;0,00;121,41;148,63;128,80;2;10
1018022;Czastary (2);737 792,00;524 500,00;547 500,00;98 360,00;89 500,00;92 000,00;185,98;134,66;140,13;2;10
1018032;Galewice (2);595 241,82;426 906,55;659 328,39;112 071,20;90 000,00;159 841,41;96,99;69,31;107,52;2;10
1018042;Lututów (2);589 672,72;-;-;190 109,03;-;-;128,53;-;-;2;10
1018043;Lututów (3);-;703 000,00;750 985,00;-;175 000,00;164 000,00;-;151,44;162,80;3;10
1018052;Łubnice (2);666 820,36;485 454,98;560 053,31;490 000,00;420 000,00;448 760,00;164,57;122,71;142,76;2;10
1018062;Sokolniki (2);431 710,00;383 500,00;463 000,00;126 800,00;120 000,00;152 000,00;85,83;76,61;92,47;2;10
1018073;Wieruszów (3);1 906 131,72;1 763 161,83;1 688 737,13;668 909,00;710 870,00;791 098,72;133,22;123,36;119,24;3;10
1019011;Zduńska Wola (1);4 246 949,60;4 478 919,20;4 440 598,21;1 203 904,99;1 239 797,00;1 301 714,00;101,45;111,40;111,85;1;10
1019023;Szadek (3);897 443,63;833 040,17;841 415,55;234 000,00;240 000,00;265 000,00;122,65;116,12;117,99;3;10
1019032;Zapolice (2);863 090,07;886 313,92;726 924,26;214 000,00;235 008,00;234 183,51;166,85;165,73;134,24;2;10
1019042;Zduńska Wola (2);315 664,47;272 359,92;265 938,29;112 000,00;125 000,00;141 400,00;25,88;22,42;21,81;2;10
1020011;Głowno (1);602 855,00;752 900,00;838 054,00;167 000,00;203 900,00;211 900,00;42,44;55,15;62,29;1;10
1020021;Ozorków (1);4 041 456,55;3 532 827,68;7 126 819,86;402 000,00;383 500,00;432 500,00;208,28;186,94;382,55;1;10
1020031;Zgierz (1);4 557 117,12;4 483 998,90;5 343 631,08;1 599 000,00;1 714 300,00;1 763 200,00;80,85;80,70;97,43;1;10
1020043;Aleksandrów Łódzki (3);2 432 606,68;1 434 876,39;2 458 425,32;884 000,00;1 075 000,00;1 600 000,00;75,72;42,29;71,67;3;10
1020052;Głowno (2);198 486,97;423 621,91;402 745,86;83 749,74;75 075,07;71 776,66;41,28;89,98;85,65;2;10
1020062;Ozorków (2);1 056 695,84;757 073,00;733 162,00;200 000,00;213 900,00;194 000,00;150,89;104,31;100,93;2;10
1020072;Parzęczew (2);823 425,66;739 811,92;809 249,80;266 675,00;285 000,00;295 000,00;161,58;141,84;154,73;2;10
1020083;Stryków (3);4 617 415,91;3 649 452,80;4 073 127,08;674 350,00;725 720,00;824 086,00;365,04;279,57;313,78;3;10
1020092;Zgierz (2);2 246 071,18;1 250 000,00;1 591 043,37;150 000,00;150 000,00;170 000,00;156,80;79,30;99,81;2;10
1021011;Brzeziny (1);4 549 898,83;1 967 405,60;1 533 300,00;528 100,00;492 000,00;453 000,00;363,41;160,67;126,70;1;10
1021022;Brzeziny (2);674 722,22;404 381,55;685 100,35;90 000,00;110 000,00;122 500,00;117,63;67,36;112,89;2;10
1021032;Dmosin (2);1 189 249,13;673 639,64;521 925,17;211 439,10;196 677,95;213 098,94;266,05;152,13;118,30;2;10
1021042;Jeżów (2);331 948,14;288 604,67;347 889,13;0,00;0,00;0,00;98,27;88,53;108,78;2;10
1021052;Rogów (2);269 697,91;250 983,43;493 846,77;206 317,12;215 212,05;216 462,39;57,21;53,79;106,85;2;10
1061011;Łódź (1);201 246 599,23;205 655 926,35;205 843 015,28;21 379 795,99;18 966 738,96;22 442 543,75;294,79;303,28;307,82;1;10
1062011;Piotrków Trybunalski (1);21 317 187,50;25 298 779,97;18 670 526,27;5 043 617,33;4 547 733,61;4 325 663,74;290,54;362,40;271,88;1;10
1063011;Skierniewice (1);9 072 152,48;16 299 510,51;18 102 011,53;1 965 000,00;1 870 000,00;2 101 540,00;188,59;348,09;390,17;1;10
1201011;Bochnia (1);4 814 193,86;4 758 161,07;4 816 834,10;1 943 000,00;2 117 000,00;2 182 000,00;161,47;163,04;166,87;1;12
1201022;Bochnia (2);2 632 193,91;1 569 348,19;1 683 400,00;350 000,00;330 000,00;270 000,00;131,91;76,63;82,01;2;12
1201032;Drwinia (2);1 306 539,73;525 000,00;628 011,80;190 000,00;175 000,00;240 000,00;200,36;80,65;96,98;2;12
1201042;Lipnica Murowana (2);815 435,78;707 200,00;773 000,00;131 900,00;120 000,00;123 000,00;144,35;127,84;139,33;2;12
1201052;Łapanów (2);866 724,00;1 378 890,72;851 028,36;262 000,00;220 000,00;227 000,00;106,33;162,89;100,23;2;12
1201063;Nowy Wiśnicz (3);1 467 159,88;1 336 735,33;2 329 924,78;275 000,00;292 000,00;320 000,00;104,16;93,58;162,53;3;12
1201072;Rzezawa (2);1 189 184,35;1 295 363,52;1 224 272,00;300 000,00;300 000,00;300 000,00;105,27;114,59;107,75;2;12
1201082;Trzciana (2);3 967 408,03;2 744 515,27;975 451,61;210 886,98;209 422,88;213 259,18;707,83;486,70;173,66;2;12
1201092;Żegocina (2);608 318,00;620 072,62;671 479,81;132 200,00;154 720,00;175 300,00;109,63;112,43;121,62;2;12
1202012;Borzęcin (2);996 165,89;1 023 637,61;1 567 732,47;227 830,00;215 646,00;230 000,00;119,29;124,85;192,22;2;12
1202023;Brzesko (3);3 674 780,95;3 437 580,00;3 372 935,00;1 699 800,00;1 810 400,00;1 835 800,00;101,30;96,16;94,67;3;12
1202033;Czchów (3);2 551 238,60;1 012 213,00;1 054 964,00;286 000,00;270 000,00;270 000,00;259,91;102,23;107,17;3;12
1202042;Dębno (2);1 766 834,54;1 265 653,93;1 558 289,58;341 057,80;352 670,70;350 000,00;120,12;87,53;107,69;2;12
1202052;Gnojnik (2);803 699,19;751 398,40;731 316,92;212 965,08;200 000,00;200 000,00;100,26;91,98;89,55;2;12
1202062;Iwkowa (2);785 386,00;795 127,98;1 856 265,96;300 000,00;320 000,00;325 000,00;121,75;121,86;283,70;2;12
1202072;Szczurowa (2);1 489 897,17;2 381 349,90;2 002 237,80;297 030,38;326 110,00;298 028,89;156,49;253,74;215,55;2;12
1203013;Alwernia (3);1 262 244,31;1 250 057,94;1 340 816,14;487 000,00;520 000,00;580 000,00;100,27;99,83;107,54;3;12
1203022;Babice (2);1 446 517,05;1 552 398,88;1 994 269,03;440 000,00;439 648,18;422 000,00;158,35;170,95;220,19;2;12
1203033;Chrzanów (3);8 795 922,33;8 684 206,90;13 546 010,36;3 159 128,70;3 246 598,00;3 444 548,20;187,43;190,03;300,28;3;12
1203043;Libiąż (3);3 683 357,04;3 577 757,84;3 372 939,68;780 000,00;762 000,00;797 000,00;164,78;164,20;156,14;3;12
1203053;Trzebinia (3);5 755 542,39;5 866 433,18;6 158 131,25;1 760 000,00;1 930 000,00;2 230 000,00;169,62;176,73;186,83;3;12
1204012;Bolesław (2);168 402,10;122 558,52;171 953,67;146 091,10;118 868,52;171 953,67;63,29;44,98;63,88;2;12
1204023;Dąbrowa Tarnowska (3);1 840 237,00;1 872 422,06;1 838 399,98;720 000,00;780 000,00;830 000,00;86,55;89,07;87,77;3;12
1204032;Gręboszów (2);379 220,46;395 133,43;309 964,60;60 000,00;64 000,00;69 000,00;113,07;120,03;94,88;2;12
1204042;Mędrzechów (2);273 684,16;229 559,01;293 254,62;220 584,16;222 983,76;225 493,03;79,44;67,60;86,71;2;12
1204052;Olesno (2);1 028 000,00;1 152 500,00;1 225 300,00;513 000,00;592 500,00;666 000,00;129,52;148,17;158,72;2;12
1204062;Radgoszcz (2);165 901,68;106 079,68;134 865,07;114 775,83;93 921,34;120 000,00;22,32;14,23;18,08;2;12
1204073;Szczucin (3);925 203,64;1 066 723,68;5 188 110,82;323 000,00;429 015,00;3 719 292,05;70,44;83,36;408,13;3;12
1205011;Gorlice (1);3 225 529,57;3 636 076,26;3 793 510,98;1 212 900,00;1 477 100,00;1 653 600,00;117,54;135,80;144,16;1;12
1205023;Biecz (3);2 499 652,05;2 590 485,30;3 578 628,27;948 449,66;1 044 111,14;945 950,00;148,61;156,62;217,96;3;12
1205033;Bobowa (3);2 422 220,11;807 461,64;1 396 834,27;175 000,00;195 000,00;200 000,00;247,42;84,21;145,67;3;12
1205042;Gorlice (2);1 017 171,00;1 036 563,00;1 134 143,50;172 200,00;184 589,00;199 557,00;58,90;60,80;66,59;2;12
1205052;Lipinki (2);356 552,31;306 427,71;365 567,42;54 922,74;64 203,14;71 171,98;52,45;45,48;54,16;2;12
1205062;Łużna (2);747 463,69;575 914,33;692 214,93;0,00;0,00;0,00;87,76;68,61;82,48;2;12
1205072;Moszczenica (2);334 500,00;351 400,00;523 834,00;0,00;0,00;0,00;67,41;72,13;106,67;2;12
1205082;Ropa (2);874 947,29;1 557 425,80;2 048 128,33;200 000,00;215 000,00;215 000,00;159,14;282,50;370,43;2;12
1205092;Sękowa (2);958 263,91;532 550,05;537 684,52;90 000,00;105 128,00;105 000,00;191,77;108,22;110,52;2;12
1205102;Uście Gorlickie (2);930 750,00;1 011 457,40;1 025 524,85;279 700,00;260 000,00;280 000,00;136,00;148,31;150,04;2;12
1206012;Czernichów (2);978 752,10;658 264,85;669 728,13;450 000,00;518 000,00;522 940,00;67,05;43,48;44,19;2;12
1206022;Igołomia-Wawrzeńczyce (2);522 637,10;692 874,80;1 072 540,30;143 482,75;159 077,18;158 260,08;67,69;87,74;135,75;2;12
1206032;Iwanowice (2);992 179,83;829 835,35;675 043,89;0,00;0,00;0,00;108,64;85,80;69,21;2;12
1206042;Jerzmanowice-Przeginia (2);970 517,79;939 126,13;1 058 890,86;316 000,00;320 000,00;378 100,00;88,42;83,93;94,69;2;12
1206052;Kocmyrzów-Luborzyca (2);1 281 703,26;1 298 194,49;1 401 983,77;250 000,00;253 980,00;278 000,00;81,59;74,91;79,63;2;12
1206063;Krzeszowice (3);4 471 561,56;6 647 673,04;7 015 168,05;1 150 501,00;3 103 149,76;3 828 859,75;139,19;206,11;218,44;3;12
1206072;Liszki (2);413 023,27;526 743,89;498 287,30;223 000,00;351 826,04;250 000,00;23,78;29,15;27,48;2;12
1206082;Michałowice (2);2 285 104,82;1 711 858,87;2 107 910,80;743 911,00;718 000,00;800 000,00;214,75;135,70;164,84;2;12
1206092;Mogilany (2);1 177 585,16;1 043 968,00;1 020 790,40;155 000,00;141 500,00;157 000,00;83,46;66,82;64,27;2;12
1206103;Skała (3);1 971 654,47;1 148 485,03;1 576 654,04;220 000,00;230 000,00;240 000,00;186,36;104,84;144,46;3;12
1206113;Skawina (3);10 176 521,78;10 301 911,12;8 927 470,45;1 500 000,00;1 600 000,00;1 880 000,00;233,65;234,95;202,98;3;12
1206123;Słomniki (3);2 010 010,24;1 254 267,17;1 685 459,36;405 000,00;410 000,00;450 000,00;146,80;89,80;121,84;3;12
1206132;Sułoszowa (2);465 200,00;596 677,06;497 000,00;149 000,00;158 000,00;172 600,00;79,60;103,25;86,14;2;12
1206143;Świątniki Górne (3);998 921,30;924 850,00;1 022 044,34;150 000,00;150 000,00;167 920,00;98,37;85,11;93,17;3;12
1206152;Wielka Wieś (2);1 569 097,61;1 474 400,00;1 746 780,50;342 500,00;389 100,00;410 000,00;125,20;98,29;112,68;2;12
1206162;Zabierzów (2);6 603 442,22;5 527 729,79;4 400 912,01;548 236,00;635 097,60;611 361,85;248,04;193,39;151,73;2;12
1206172;Zielonki (2);2 763 720,39;2 587 944,00;3 124 041,50;534 000,00;570 000,00;646 000,00;120,92;100,26;117,79;2;12
1207011;Limanowa (1);13 426 488,50;5 928 666,14;2 696 071,38;6 448 546,46;1 406 525,00;769 000,00;885,83;403,15;184,74;1;12
1207021;Mszana Dolna (1);2 024 934,14;2 357 204,81;2 261 259,57;324 000,00;1 909 904,81;875 000,00;254,90;300,17;288,24;1;12
1207032;Dobra (2);558 023,08;568 951,95;641 630,76;185 000,00;186 287,49;199 800,00;55,95;56,83;63,88;2;12
1207042;Jodłownik (2);449 368,65;437 740,38;772 344,51;298 000,00;315 000,00;331 700,00;51,75;50,42;88,63;2;12
1207052;Kamienica (2);1 571 069,33;761 426,20;826 106,43;203 800,00;210 000,00;224 500,00;199,83;97,72;105,79;2;12
1207062;Laskowa (2);652 527,25;577 918,54;693 576,70;0,00;0,00;0,00;79,68;70,85;85,57;2;12
1207072;Limanowa (2);1 537 470,95;513 635,48;622 972,93;420 000,00;372 000,00;400 000,00;60,17;20,04;24,16;2;12
1207082;Łukowica (2);1 367 622,18;924 747,25;1 152 896,80;250 000,00;265 000,00;0,00;135,91;92,15;114,19;2;12
1207092;Mszana Dolna (2);635 080,80;638 789,59;680 055,00;435 600,00;443 000,00;465 600,00;36,03;36,22;38,55;2;12
1207102;Niedźwiedź (2);475 422,84;530 851,12;585 834,39;157 176,54;72 272,49;69 325,90;64,51;72,79;79,85;2;12
1207112;Słopnice (2);360 631,13;275 000,00;318 636,09;311 767,78;275 000,00;285 000,00;53,53;40,47;46,71;2;12
1207122;Tymbark (2);494 286,81;306 428,50;307 096,82;225 000,00;235 000,00;240 000,00;75,19;47,83;47,82;2;12
1208012;Charsznica (2);735 000,00;844 900,00;1 084 542,92;205 000,00;224 900,00;227 082,31;98,54;115,61;149,24;2;12
1208022;Gołcza (2);555 905,06;1 087 875,33;483 313,02;336 500,00;358 000,00;360 000,00;91,90;182,07;80,97;2;12
1208032;Kozłów (2);789 289,96;797 626,01;796 519,85;347 997,71;357 976,26;371 123,44;170,88;177,45;178,11;2;12
1208042;Książ Wielki (2);1 602 144,65;232 019,59;323 188,17;87 995,85;94 019,00;114 864,00;314,27;46,31;64,88;2;12
1208053;Miechów (3);3 261 467,51;3 977 310,49;3 551 192,33;600 000,00;587 200,00;615 500,00;165,72;206,54;186,63;3;12
1208062;Racławice (2);156 400,00;97 500,00;98 000,00;122 400,00;97 500,00;98 000,00;62,14;39,41;40,10;2;12
1208072;Słaboszów (2);308 554,25;320 834,68;291 815,08;182 000,00;160 000,00;165 000,00;87,51;92,67;85,38;2;12
1209013;Dobczyce (3);2 033 000,00;2 172 027,13;2 684 679,91;440 000,00;451 000,00;463 300,00;133,08;140,44;173,04;3;12
1209022;Lubień (2);780 669,70;737 325,40;831 432,84;300 000,00;280 000,00;327 000,00;77,59;72,97;82,28;2;12
1209033;Myślenice (3);5 921 822,66;6 603 421,30;9 012 321,45;1 339 593,00;1 414 863,00;1 494 318,00;133,76;146,17;199,58;3;12
1209042;Pcim (2);953 224,12;959 920,00;1 301 391,00;289 400,00;309 400,00;341 000,00;85,91;86,15;116,32;2;12
1209052;Raciechowice (2);71 073,47;74 569,65;138 935,61;70 818,47;73 753,69;112 927,48;11,10;11,68;21,74;2;12
1209062;Siepraw (2);897 000,00;875 000,00;920 000,00;160 000,00;160 000,00;200 000,00;99,74;93,48;97,48;2;12
1209073;Sułkowice (3);916 378,00;939 009,01;1 198 604,05;273 000,00;288 756,00;323 000,00;61,32;62,45;79,31;3;12
1209082;Tokarnia (2);802 953,51;720 845,83;723 840,34;190 000,00;210 100,00;210 000,00;91,29;81,34;81,89;2;12
1209092;Wiśniowa (2);1 058 616,91;1 221 759,70;973 624,78;250 000,00;250 000,00;265 693,10;142,73;163,42;130,04;2;12
1210011;Grybów (1);1 773 343,71;4 109 144,06;480 037,58;0,00;0,00;0,00;294,28;679,53;79,91;1;12
1210022;Chełmiec (2);1 922 802,80;1 814 406,84;1 291 626,83;280 000,00;193 077,82;213 000,00;67,06;62,40;44,21;2;12
1210032;Gródek nad Dunajcem (2);2 209 407,20;950 660,65;875 951,71;164 000,00;195 100,00;190 000,00;238,93;105,58;97,57;2;12
1210042;Grybów (2);1 928 056,50;1 654 136,74;3 980 653,05;554 572,50;577 580,00;584 862,78;75,68;65,70;157,53;2;12
1210052;Kamionka Wielka (2);936 511,00;845 810,00;931 437,70;417 810,00;409 810,00;418 000,00;90,10;81,33;89,30;2;12
1210062;Korzenna (2);1 782 652,38;2 149 501,00;1 980 964,93;389 356,00;421 647,00;430 080,00;122,98;150,08;137,97;2;12
1210073;Krynica-Zdrój (3);5 764 751,14;2 727 781,89;3 675 280,68;1 005 000,00;1 050 000,00;1 163 000,00;344,64;169,07;229,82;3;12
1210082;Łabowa (2);489 687,43;477 607,32;451 367,00;187 500,00;190 000,00;175 000,00;81,06;80,19;75,82;2;12
1210092;Łącko (2);1 456 211,11;2 019 407,72;8 094 067,17;180 000,00;201 457,19;213 972,67;88,22;121,98;487,57;2;12
1210102;Łososina Dolna (2);1 117 934,53;1 035 857,56;1 224 031,80;164 000,00;164 995,77;195 093,81;100,55;93,62;110,52;2;12
1210113;Muszyna (3);1 805 143,75;1 911 405,66;5 051 171,22;313 533,07;291 477,33;320 000,00;156,14;168,81;446,30;3;12
1210122;Nawojowa (2);1 194 686,25;1 740 126,44;1 753 171,30;292 434,00;270 000,00;280 000,00;137,45;199,19;200,25;2;12
1210133;Piwniczna-Zdrój (3);1 211 797,65;1 307 802,93;1 367 725,00;166 000,00;168 000,00;185 000,00;113,77;128,67;135,22;3;12
1210142;Podegrodzie (2);1 460 543,71;1 216 680,48;1 208 066,19;410 000,00;437 589,00;431 400,00;110,38;92,02;90,46;2;12
1210152;Rytro (2);718 633,26;135 465,25;151 046,54;144 287,00;135 000,00;149 883,57;189,21;36,44;40,80;2;12
1210163;Stary Sącz (3);6 523 243,36;6 657 324,21;6 309 563,51;2 136 528,27;2 821 500,03;1 871 490,68;274,19;282,98;267,74;3;12
1211011;Nowy Targ (1);4 928 433,99;17 392 571,56;18 503 705,50;889 000,00;950 000,00;970 000,00;147,75;521,25;556,47;1;12
1211023;Szczawnica (3);784 791,87;705 000,00;839 837,79;260 000,00;270 000,00;270 000,00;108,52;101,29;121,91;3;12
1211032;Czarny Dunajec (2);1 871 593,18;1 721 207,24;1 909 197,61;450 000,00;490 000,00;495 000,00;82,95;77,56;86,35;2;12
1211042;Czorsztyn (2);792 777,10;578 000,00;745 614,54;276 000,00;228 000,00;331 614,54;103,89;75,53;97,84;2;12
1211052;Jabłonka (2);1 633 310,31;1 631 109,27;1 485 859,25;690 000,00;724 000,00;645 000,00;87,62;86,55;78,69;2;12
1211062;Krościenko nad Dunajcem (2);815 000,00;564 000,00;745 867,48;235 000,00;254 000,00;313 300,00;119,03;83,27;110,96;2;12
1211072;Lipnica Wielka (2);943 912,78;1 013 990,18;2 223 089,73;180 000,00;160 000,00;180 000,00;156,77;164,61;364,08;2;12
